564,21,3
564,17,1
564,9,1
564,1,1
554,421,5
554,402,4
554,392,3
554,358,3
554,354,5
554,344,5
554,339,4
554,219,1
554,166,4
554,163,5
554,162,5
554,152,4
554,151,4
554,147,3
554,130,5
554,121,4
554,95,5
544,421,1
544,151,5
544,147,5
544,130,4
544,121,5
544,110,3
544,95,5
544,41,5
544,39,5
544,21,4
524,421,5
524,392,4
524,381,5
524,366,3
524,358,3
524,354,5
524,344,5
524,339,5
524,181,5
524,166,4
524,162,5
524,152,3
524,151,4
524,130,3
524,110,3
524,95,4
524,80,3
524,76,4
524,44,4
524,42,5
524,9,2
524,1,5
514,354,2
514,344,3
514,339,5
514,241,4
514,220,5
514,219,4
514,166,4
514,162,5
514,152,3
514,151,4
514,147,2
514,130,5
514,110,2
514,95,1
514,76,3
514,49,3
514,45,4
514,44,4
514,39,5
504,421,2
504,416,1
504,405,1
504,402,1
504,392,3
504,381,3
504,366,4
504,358,1
504,354,3
504,344,2
504,340,2
504,339,3
504,291,3
504,276,5
504,220,4
504,182,3
504,166,4
504,162,4
504,151,4
504,147,4
504,130,4
504,117,3
504,110,1
504,95,4
504,80,1
504,76,4
504,44,5
504,42,1
504,41,3
494,421,4
494,416,5
494,405,3
494,402,3
494,392,5
494,381,5
494,366,4
494,358,4
494,354,4
494,344,3
494,340,4
494,339,5
494,283,4
494,257,3
494,231,3
494,220,5
494,219,3
494,198,3
494,182,3
494,181,3
494,166,4
494,163,4
494,162,4
494,152,4
494,151,4
494,147,4
494,130,4
494,117,3
494,110,4
494,108,2
494,95,3
494,80,4
494,76,5
494,49,5
494,45,4
494,44,5
494,42,5
494,41,4
494,39,4
484,421,3
484,416,5
484,405,5
484,402,5
484,381,5
484,358,5
484,354,5
484,344,4
484,340,2
484,339,4
484,166,5
484,163,5
484,162,5
484,108,5
484,95,4
484,76,3
484,45,4
484,42,5
484,41,5
474,421,2
474,416,5
474,392,3
474,366,4
474,358,4
474,354,5
474,344,4
474,340,4
474,339,5
474,276,5
474,163,4
474,162,5
474,152,5
474,147,5
474,130,4
474,110,4
474,95,5
474,80,5
474,76,4
474,41,4
474,39,5
474,21,4
474,17,3
474,9,2
474,1,2
464,421,5
464,416,4
464,405,4
464,402,5
464,392,4
464,381,4
464,366,5
464,358,5
464,354,5
464,344,5
464,340,4
464,339,4
464,291,5
464,283,5
464,276,5
464,258,4
464,257,2
464,254,4
464,241,4
464,231,2
464,220,3
464,219,2
464,198,1
464,182,5
464,181,4
464,166,5
464,163,3
464,162,4
464,152,3
464,151,5
464,147,5
464,130,5
464,121,2
464,117,5
464,110,4
464,108,4
464,95,5
464,80,4
464,76,4
464,49,3
464,45,1
464,44,3
464,42,1
464,41,1
464,39,4
464,31,3
464,30,2
464,21,1
464,17,1
464,9,4
464,1,1
454,421,3
454,416,4
454,402,4
454,392,4
454,381,5
454,358,3
454,354,5
454,344,5
454,340,4
454,339,5
454,291,3
454,283,4
454,152,5
454,151,3
454,147,4
454,130,5
454,95,4
454,80,4
454,76,5
454,42,3
444,421,5
444,416,3
444,405,3
444,402,4
444,392,4
444,381,5
444,366,5
444,358,5
444,354,4
444,344,3
444,340,3
444,339,4
444,291,4
444,258,1
444,241,3
444,231,3
444,220,4
444,219,3
444,198,5
444,182,5
444,181,5
444,166,4
444,162,4
444,152,2
444,151,3
444,147,3
444,130,5
444,110,3
444,108,5
444,95,5
444,80,5
444,76,5
444,49,3
444,45,5
444,44,4
444,39,3
424,421,5
424,358,5
424,344,5
424,340,5
424,339,5
424,257,5
424,166,5
424,162,5
424,152,5
424,151,5
424,147,5
424,117,5
424,76,5
424,39,5
414,402,5
414,392,5
414,339,5
414,291,2
414,276,3
414,162,4
414,95,5
414,76,5
414,42,2
414,1,4
404,402,3
404,392,5
404,381,5
404,354,5
404,340,3
404,339,5
404,291,5
404,147,5
404,95,5
404,45,4
404,44,5
404,39,5
404,30,4
394,421,5
394,416,1
394,405,1
394,402,2
394,392,4
394,381,4
394,366,2
394,358,3
394,354,5
394,344,4
394,340,3
394,339,5
394,291,4
394,283,3
394,276,3
394,258,5
394,257,3
394,254,3
394,241,4
394,231,4
394,220,4
394,219,4
394,198,3
394,182,3
394,181,4
394,166,4
394,163,5
394,162,4
394,152,4
394,151,4
394,147,4
394,130,5
394,121,5
394,117,4
394,110,4
394,108,4
394,95,5
394,80,4
394,76,4
394,49,3
394,45,3
394,44,4
394,42,4
394,41,4
394,39,4
394,31,1
394,30,1
394,21,2
394,17,2
394,9,2
394,1,4
384,344,4
384,340,4
384,339,5
384,258,4
384,166,4
384,162,5
384,152,5
384,151,5
384,147,4
384,117,4
374,392,3
374,358,2
374,354,1
374,344,4
374,340,4
374,339,4
374,291,1
374,283,2
374,241,1
374,231,1
374,220,1
374,181,2
374,166,1
374,163,2
374,162,3
374,152,1
374,151,2
374,147,2
374,130,1
374,121,2
374,117,3
374,110,3
374,108,2
374,95,2
374,80,3
374,76,2
374,49,3
374,45,2
374,44,2
374,42,1
374,41,3
374,39,2
374,31,2
374,30,3
374,21,2
374,17,2
374,9,2
374,1,2
354,421,4
354,416,5
354,402,5
354,392,5
354,381,5
354,358,4
354,354,5
354,344,4
354,340,4
354,339,4
354,163,5
354,110,3
354,108,3
354,95,4
354,80,5
354,76,4
354,45,2
354,42,5
344,358,5
344,344,3
344,340,4
344,339,5
344,162,4
344,151,3
344,147,5
344,117,4
344,95,5
344,76,5
334,421,5
334,402,5
334,344,4
334,340,3
334,339,5
334,162,4
334,147,4
334,49,5
324,402,3
324,392,3
324,381,5
324,358,2
324,354,3
324,344,1
324,340,2
324,339,4
324,166,3
324,163,5
324,162,3
324,152,3
324,121,5
324,117,3
324,44,5
324,39,4
314,421,4
314,392,3
314,354,3
314,344,2
314,339,3
314,258,4
314,163,5
314,162,3
314,152,3
314,147,3
314,110,4
314,95,4
314,80,4
314,76,4
314,42,4
304,421,5
304,358,5
304,354,5
304,344,4
304,339,5
304,181,5
304,162,5
304,152,4
304,151,4
304,95,5
304,42,5
294,421,2
294,402,1
294,392,5
294,381,3
294,358,3
294,354,3
294,344,3
294,339,2
294,291,3
294,163,3
294,162,4
294,110,5
294,95,4
294,76,3
294,42,4
284,421,1
284,402,2
284,392,4
284,381,3
284,358,2
284,339,4
284,291,4
284,166,1
284,163,4
284,162,5
284,152,1
284,151,1
284,147,2
284,130,2
284,121,4
284,110,4
284,95,5
284,76,3
284,49,3
284,45,5
284,44,2
284,39,5
274,392,4
274,358,5
274,354,5
274,340,5
274,339,5
274,162,4
274,151,4
274,147,5
274,110,5
274,95,5
274,41,3
274,39,5
264,416,4
264,405,4
264,402,4
264,392,5
264,381,5
264,358,3
264,339,4
264,291,5
264,152,3
264,95,5
264,76,4
254,421,5
254,416,5
254,392,5
254,358,5
254,182,5
254,166,5
254,163,5
254,162,5
254,152,5
254,117,5
254,95,5
254,21,5
254,1,5
244,421,3
244,416,2
244,405,2
244,366,1
244,358,4
244,354,5
244,339,5
244,276,5
244,241,5
244,182,5
244,162,5
244,152,3
244,151,5
244,147,5
244,130,2
244,117,2
244,110,5
244,95,2
244,76,5
244,49,4
244,45,4
244,44,5
244,41,4
234,421,2
234,416,4
234,405,4
234,402,3
234,392,5
234,381,5
234,366,4
234,358,5
234,354,5
234,344,3
234,340,3
234,339,5
234,291,5
234,276,5
234,220,4
234,219,4
234,166,5
234,162,5
234,152,5
234,151,3
234,147,4
234,130,4
234,117,5
234,110,4
234,108,3
234,95,5
234,80,3
234,76,1
234,49,5
234,45,5
234,44,5
234,42,4
234,41,2
234,39,3
224,421,2
224,392,3
224,358,2
224,354,4
224,344,5
224,340,4
224,339,4
224,291,5
224,166,5
224,162,5
224,152,2
224,151,2
224,147,3
224,110,3
224,95,4
224,76,2
224,45,3
224,44,4
224,42,4
224,41,4
224,21,3
224,17,3
224,1,3
214,402,1
214,339,5
214,276,4
214,152,1
214,151,2
214,110,4
214,95,4
214,76,3
204,421,2
204,402,3
204,392,5
204,219,5
204,162,5
204,152,2
204,147,5
204,110,5
204,95,5
204,45,5
204,44,5
184,421,4
184,416,3
184,405,3
184,392,3
184,381,3
184,366,3
184,358,2
184,354,2
184,344,4
184,340,2
184,339,3
184,291,3
184,283,3
184,276,3
184,258,2
184,257,1
184,254,3
184,241,1
184,231,4
184,220,4
184,219,5
184,198,3
184,182,4
184,181,3
184,166,5
184,163,5
184,162,4
184,152,1
184,151,4
184,147,3
184,130,4
184,121,5
184,117,3
184,110,3
184,108,3
184,95,3
184,80,3
184,76,1
184,49,3
184,45,4
184,44,3
184,42,3
184,41,2
184,39,5
184,31,4
184,30,1
184,21,4
184,17,5
184,9,5
184,1,5
134,421,5
134,402,4
134,392,5
134,381,5
134,358,5
134,344,5
134,340,5
134,339,5
134,258,5
134,241,5
134,181,4
134,166,5
134,163,5
134,162,5
134,152,5
134,151,5
134,147,5
134,130,5
134,117,5
134,110,3
134,108,3
134,95,5
134,80,5
134,76,2
134,45,5
134,44,5
134,42,5
134,39,5
94,416,4
94,344,3
94,340,3
94,257,4
94,231,3
94,130,3
94,121,3
94,9,3
94,1,3
